,5.0,5.5,6.0,6.5,7.0,7.5
1,0.00081264791343275684,0.00025939721396773602,8.3076996190230732e-05,2.6297286478684012e-05,7.05378388859633e-06,7.7201551776111907e-07
2,0.0016243612817650661,0.00051879442793547205,0.00016615399238046146,5.2594572957368024e-05,1.410756777719266e-05,1.5440310355222381e-06
3,0.0024045439110561839,0.00077819164190320791,0.00024923098857069218,7.8891859436052043e-05,2.1161351665788991e-05,2.3160465532833572e-06
4,0.0031271910680762635,0.0010375888558709441,0.00033230798476092293,0.00010518914591473605,2.821513555438532e-05,3.0880620710444763e-06
5,0.0037958133918113324,0.00129698606983868,0.00041538498095115362,0.00013148643239342005,3.5268919442981646e-05,3.8600775888055945e-06
6,0.0044172696306507648,0.0015563832838064158,0.00049846197714138436,0.00015778371887210409,4.2322703331577981e-05,4.6320931065667144e-06
7,0.0050001494730395439,0.0018157804977741521,0.00058153897333161511,0.00018408100535078807,4.9376487220174304e-05,5.4041086243278335e-06
8,0.0055499626718307441,0.0020751777117418882,0.00066461596952184585,0.0002103782918294721,5.643027110877064e-05,6.1761241420889526e-06
9,0.0060700492099485734,0.0023344855344391464,0.0007476929657120766,0.00023667557830815613,6.3484054997366962e-05,6.9481396598500717e-06
10,0.0065646836154176907,0.0025936389540328524,0.00083076996190230724,0.00026297286478684011,7.0537838885963291e-05,7.7201551776111891e-06
11,0.0070373765272241217,0.0028524023026281109,0.00091384695809253809,0.00028927015126552414,7.7591622774559634e-05,8.492170695372309e-06
12,0.0074906634068577799,0.0031106699359961755,0.00099692395428276873,0.00031556743774420817,8.4645406663155963e-05,9.2641862131334289e-06
13,0.0079259907676045727,0.003368303703991762,0.0010800009504729996,0.00034186472422289215,9.1699190551752292e-05,1.0036201730894547e-05
14,0.0083458209326422051,0.0036251654564695879,0.0011630779466632302,0.00036816201070157613,9.8752974440348607e-05,1.0808217248655667e-05
15,0.008751681680047925,0.0038810276520138917,0.0012461549428534611,0.00039445929718026016,0.00010580675832894494,1.1580232766416785e-05
16,0.0091437030334878891,0.0041356221168132399,0.0013292319390436917,0.0004207565836589442,0.00011286054221754128,1.2352248284177905e-05
17,0.0095239978775370146,0.0043891195069294545,0.0014123089352339226,0.00044705387013762817,0.00011991432610613761,1.3124263801939022e-05
18,0.0098927449947362623,0.0046412922809467728,0.0014953859314241532,0.00047335115661631226,0.00012696810999473392,1.3896279319700143e-05
19,0.010251325886538466,0.0048922054506982705,0.0015784629276143838,0.00049964844309499624,0.00013402189388333027,1.4668294837461262e-05
20,0.010599911209005448,0.0051416883601221267,0.0016615399238046145,0.00052594572957368022,0.00014107567777192658,1.5440310355222378e-05
21,0.010939573657382937,0.0053898791593636258,0.0017446169199948453,0.0005522430160523643,0.00014812946166052292,1.6212325872983501e-05
22,0.011270687049711113,0.0056363308920703778,0.0018276939161850762,0.00057854030253104828,0.00015518324554911927,1.6984341390744618e-05
23,0.011593868998404188,0.0058811329495128614,0.0019107709123753068,0.00060483758900973226,0.00016223702943771558,1.7756356908505738e-05
24,0.01190998903672953,0.0061245535055025092,0.0019938479085655375,0.00063113487548841635,0.00016929081332631193,1.8528372426266858e-05
25,0.012219087797082813,0.0063663081332696204,0.0020769249047557685,0.00065743216196710033,0.00017634459721490824,1.9300387944027978e-05
26,0.012521474085671142,0.0066064537181681343,0.0021600019009459992,0.0006837294484457843,0.00018339838110350458,2.0072403461789094e-05
27,0.012817733008992187,0.0068449658807606482,0.0022430788971362298,0.00071002673492446828,0.0001904521649921009,2.0844418979550211e-05
28,0.013108270891002666,0.0070819096328802377,0.0023261558933264604,0.00073632402140315226,0.00019750594888069721,2.1616434497311334e-05
29,0.01339314461705652,0.0073172931010060359,0.0024092328895166911,0.00076262130788183635,0.00020455973276929358,2.2388450015072451e-05
30,0.01367292304069315,0.0075511650440128492,0.0024923098857069221,0.00078891859436052033,0.00021161351665788987,2.3160465532833571e-05
31,0.013947435505850734,0.0077834767030258703,0.0025753868818971528,0.00081521588083920441,0.00021866730054648622,2.393248105059469e-05
32,0.014217299624943485,0.0080142443310033708,0.0026584638780873834,0.00084151316731788839,0.00022572108443508256,2.470449656835581e-05
33,0.014482653548116682,0.0082435166868201539,0.0027415408742776145,0.00086781045379657248,0.00023277486832367885,2.5476512086116927e-05
34,0.014743952358201851,0.0084709930907482522,0.0028246178704678451,0.00089410774027525635,0.00023982865221227522,2.6248527603878043e-05
35,0.015000992893220631,0.0086970311078695735,0.0029076948666580758,0.00092040502675394043,0.00024688243610087153,2.7020543121639163e-05
36,0.015254027074026188,0.0089213300584561478,0.0029907718628483064,0.00094670231323262452,0.00025393621998946785,2.7792558639400287e-05
