,5.0,5.5,6.0,6.5,7.0,7.5
1,0.0008962961672296483,0.0002869312920152273,9.0400431426782322e-05,2.7829995992480579e-05,7.8605173866040164e-06,9.590368989357235e-07
2,0.0017925833714976243,0.0005738625840304546,0.00018080086285356464,5.5659991984961158e-05,1.5721034773208033e-05,1.918073797871447e-06
3,0.0026888705757656,0.00086079387604568196,0.00027120129428034694,8.3489987977441733e-05,2.3581552159812047e-05,2.8771106968071709e-06
4,0.0035851577800335758,0.0011477251680609092,0.00036160172570712929,0.00011131998396992232,3.1442069546416065e-05,3.836147595742894e-06
5,0.0044814449843015528,0.0014346564600761366,0.00045200215713391158,0.0001391499799624029,3.9302586933020073e-05,4.7951844946786184e-06
6,0.0053777321885695286,0.0017215877520913639,0.00054240258856069388,0.00016697997595488347,4.7163104319624095e-05,5.7542213936143419e-06
7,0.0062740193928375043,0.0020085190441065911,0.00063280301998747623,0.00019480997194736406,5.5023621706228109e-05,6.7132582925500662e-06
8,0.0071703065971054792,0.0022954503361218184,0.00072320345141425857,0.00022263996793984463,6.2884139092832131e-05,7.672295191485788e-06
9,0.0080665938013734558,0.0025823816281370458,0.00081360388284104092,0.0002504699639323252,7.0744656479436132e-05,8.6313320904215132e-06
10,0.0089628810056414307,0.0028693129201522731,0.00090400431426782316,0.00027829995992480579,7.8605173866040147e-05,9.5903689893572367e-06
11,0.0098589441358675999,0.0031562442121675005,0.0009944047456946054,0.00030612995591728639,8.6465691252644161e-05,1.054940588829296e-05
12,0.010753931710693094,0.0034431755041827278,0.0010848051771213878,0.00033395995190976693,9.432620863924819e-05,1.1508442787228684e-05
13,0.011646221434055224,0.0037301067961979552,0.0011752056085481701,0.00036178994790224753,0.00010218672602585219,1.2467479686164407e-05
14,0.012534137232121276,0.0040170380882131821,0.0012656060399749525,0.00038961994389472812,0.00011004724341245622,1.3426516585100132e-05
15,0.013415438364473172,0.0043039693802284099,0.001356006471401735,0.00041744993988720866,0.00011790776079906022,1.4385553484035853e-05
16,0.014288843127591775,0.0045909006722436368,0.0014464069028285171,0.00044527993587968926,0.00012576827818566426,1.5344590382971576e-05
17,0.015152191447714061,0.0048778319642588637,0.0015368073342552995,0.00047310993187216986,0.00013362879557226825,1.6303627281907301e-05
18,0.016004407769439358,0.0051647632562740915,0.0016272077656820818,0.0005009399278646504,0.00014148931295887226,1.7262664180843026e-05
19,0.016844282092941896,0.0054516945482893184,0.0017176081971088642,0.00052876992385713099,0.00014934983034547631,1.8221701079778748e-05
20,0.017671151159057936,0.0057386258403045462,0.0018080086285356463,0.00055659991984961159,0.00015721034773208029,1.9180737978714473e-05
21,0.018484324819738707,0.0060255571323197732,0.0018984090599624289,0.00058442991584209218,0.00016507086511868434,2.0139774877650195e-05
22,0.019283838926830898,0.0063124884243350009,0.0019888094913892108,0.00061225991183457278,0.00017293138250528832,2.109881177658592e-05
23,0.020069612813679458,0.006599419716350227,0.0020792099228159936,0.00064008990782705327,0.00018079189989189234,2.2057848675521642e-05
24,0.020841431369204255,0.0068863510083654557,0.0021696103542427755,0.00066791990381953386,0.00018865241727849638,2.3016885574457368e-05
25,0.021599420074868696,0.0071732823003806817,0.0022600107856695583,0.00069574989981201446,0.00019651293466510037,2.3975922473393093e-05
26,0.022344170486143154,0.0074602135923959104,0.0023504112170963402,0.00072357989580449505,0.00020437345205170438,2.4934959372328815e-05
27,0.023075324084560738,0.0077471448844111364,0.0024408116485231226,0.00075140989179697565,0.00021223396943830842,2.589399627126454e-05
28,0.023793624795940251,0.0080340761764263642,0.0025312120799499049,0.00077923988778945625,0.00022009448682491244,2.6853033170200265e-05
29,0.024499180175821759,0.0083210074684415911,0.0026216125113766873,0.00080706988378193673,0.00022795500421151645,2.7812070069135987e-05
30,0.02519179303904847,0.0086079387604568198,0.00271201294280347,0.00083489987977441733,0.00023581552159812044,2.8771106968071705e-05
31,0.025872305904017578,0.0088948700524720467,0.0028024133742302519,0.00086272987576689782,0.00024367603898472445,2.973014386700743e-05
32,0.026541892918708159,0.0091818013444872736,0.0028928138056570343,0.00089055987175937852,0.00025153655637132852,3.0689180765943152e-05
33,0.027199819120263084,0.0094687326365025005,0.0029832142370838166,0.00091838986775185901,0.00025939707375793251,3.1648217664878877e-05
34,0.027845914212410578,0.0097556639285177275,0.003073614668510599,0.00094621986374433971,0.0002672575911445365,3.2607254563814603e-05
35,0.028481137232049571,0.010042595220532956,0.0031640150999373813,0.0009740498597368202,0.00027511810853114054,3.3566291462750328e-05
36,0.029105532993988437,0.010329526512548183,0.0032544155313641637,0.0010018798557293008,0.00028297862591774453,3.4525328361686053e-05
37,0.029719836461084295,0.01061645780456341,0.003344815962790946,0.0010297098517217814,0.00029083914330434857,3.5484365260621778e-05
38,0.030323877337065371,0.010903389096578637,0.0034352163942177284,0.001057539847714262,0.00029869966069095261,3.6443402159557497e-05
39,0.030917888658935147,0.011190320388593866,0.0035256168256445107,0.0010853698437067426,0.0003065601780775566,3.7402439058493222e-05
40,0.031502444056240649,0.011477251680609092,0.0036160172570712927,0.0011131998396992232,0.00031442069546416059,3.8361475957428947e-05
41,0.032077382195671779,0.011764182972624318,0.003706417688498075,0.0011410298356917036,0.00032228121285076463,3.9320512856364672e-05
42,0.032643384262315632,0.012051114264639546,0.0037968181199248578,0.0011688598316841844,0.00033014173023736867,4.0279549755300391e-05
43,0.03320078188575408,0.012338045556654773,0.0038872185513516401,0.0011966898276766647,0.00033800224762397266,4.1238586654236116e-05
44,0.03375002321407073,0.012624976848670002,0.0039776189827784216,0.0012245198236691456,0.00034586276501057665,4.2197623553171841e-05
45,0.034291637062004263,0.012911908140685227,0.0040680194142052048,0.0012523498196616259,0.00035372328239718069,4.3156660452107559e-05
46,0.034825193207394405,0.013198839432700454,0.0041584198456319872,0.0012801798156541065,0.00036158379978378467,4.4115697351043285e-05
47,0.035351148761286436,0.013485770724715683,0.0042488202770587695,0.0013080098116465871,0.00036944431717038872,4.507473424997901e-05
48,0.035869566464412063,0.013772702016730911,0.004339220708485551,0.0013358398076390677,0.00037730483455699276,4.6033771148914735e-05
49,0.036381360538861866,0.014059633308746138,0.0044296211399123334,0.0013636698036315483,0.00038516535194359675,4.699280804785046e-05
50,0.036886522021674167,0.014346564600761363,0.0045200215713391166,0.0013914997996240289,0.00039302586933020073,4.7951844946786185e-05
51,0.037384844764730502,0.014633495892776592,0.0046104220027658989,0.0014193297956165095,0.00040088638671680478,4.8910881845721904e-05
52,0.037876660397612755,0.014920427184791821,0.0047008224341926804,0.0014471597916089901,0.00040874690410340876,4.9869918744657629e-05
53,0.038362264698056106,0.015207358476807046,0.0047912228656194628,0.0014749897876014705,0.00041660742149001275,5.0828955643593354e-05
